date,value
2018-12-10,6716.857142857143
2018-12-17,6643.633142857145
2018-12-24,6727.714285714285
2018-12-31,6658.0
2019-01-07,7247.714285714285
2019-01-14,6973.142857142857
2019-01-21,6908.142857142857
2019-01-28,6911.714285714285
2019-02-04,6910.857142857143
2019-02-11,7268.285714285715
2019-02-18,6769.0
2019-02-25,6725.428571428572
2019-03-04,6891.428571428572
2019-03-11,7016.571428571428
2019-03-18,6394.428571428572
2019-03-25,7005.857142857143
2019-04-01,6951.714285714285
2019-04-08,7130.0
2019-04-15,6806.0
2019-04-22,7005.285714285715
2019-04-29,6927.714285714285
2019-05-06,7146.857142857143
2019-05-13,6820.142857142857
2019-05-20,6960.714285714285
2019-05-27,7102.428571428572
2019-06-03,6973.142857142857
2019-06-10,6864.857142857143
2019-06-17,6958.571428571428
2019-06-24,7104.142857142857
2019-07-01,7025.428571428572
2019-07-08,7002.428571428572
2019-07-15,7032.714285714285
2019-07-22,6761.857142857143
2019-07-29,6923.285714285715
2019-08-05,7126.428571428572
2019-08-12,6752.714285714285
2019-08-19,7096.665714285715
2019-08-26,6723.857142857143
2019-09-02,6750.428571428572
2019-09-09,6785.285714285715
2019-09-16,6942.428571428572
2019-09-23,6553.0
2019-09-30,6808.714285714285
2019-10-07,6753.714285714285
2019-10-14,6650.142857142857
2019-10-21,6495.571428571428
2019-10-28,6712.428571428572
2019-11-04,6511.285714285715
2019-11-11,6609.571428571428
2019-11-18,6585.857142857143
2019-11-25,6617.428571428572
2019-12-02,6489.571428571428
2019-12-09,6417.714285714285
2019-12-16,6496.857142857143
2019-12-23,6569.142857142857
2019-12-30,6602.285714285715
2020-01-06,6563.285714285715
2020-01-13,6740.142857142857
2020-01-20,6756.857142857143
2020-01-27,6781.714285714285
2020-02-03,6747.857142857143
2020-02-10,6740.857142857143
2020-02-17,6766.0
2020-02-24,6745.857142857143
2020-03-02,6731.428571428572
2020-03-09,6651.142857142857
2020-03-16,6617.714285714285
2020-03-23,6611.0
2020-03-30,6548.428571428572
2020-04-06,6367.0
2020-04-13,6131.0
2020-04-20,5905.571428571428
2020-04-27,5604.857142857143
2020-05-04,5354.0
2020-05-11,5132.142857142857
2020-05-18,4974.285714285715
2020-05-25,4679.714285714285
2020-06-01,4487.142857142857
2020-06-08,4282.428571428572
2020-06-15,4177.857142857143
2020-06-22,4182.428571428572
2020-06-29,4158.571428571428
2020-07-06,4098.142857142857
2020-07-13,4076.5714285714284
2020-07-20,4054.1428571428573
2020-07-27,4040.285714285714
2020-08-03,4020.4285714285716
2020-08-10,4012.285714285714
