date,value
2017-01-01,4435.0
2017-01-02,4467.0
2017-01-03,4594.0
2017-01-04,4424.0
2017-01-05,4447.0
2017-01-06,4411.0
2017-01-07,4690.0
2017-01-08,4506.0
2017-01-09,4323.0
2017-01-10,4641.0
2017-01-11,4382.0
2017-01-12,4186.0
2017-01-13,4415.0
2017-01-14,4572.0
2017-01-15,4330.0
2017-01-16,4420.0
2017-01-17,4603.0
2017-01-18,4544.0
2017-01-19,4476.0
2017-01-20,4616.0
2017-01-21,4492.0
2017-01-22,4668.0
2017-01-23,4396.0
2017-01-24,4500.0
2017-01-25,4510.0
2017-01-26,4376.0
2017-01-27,4440.0
2017-01-28,4530.0
2017-01-29,4514.0
2017-01-30,4386.0
2017-01-31,4231.0
2017-02-01,4204.0
2017-02-02,4325.0
2017-02-03,4446.0
2017-02-04,4392.0
2017-02-05,4473.0
2017-02-06,4467.0
2017-02-07,4357.0
2017-02-08,4585.0
2017-02-09,4457.0
2017-02-10,4528.0
2017-02-11,4449.0
2017-02-12,4203.0
2017-02-13,4426.0
2017-02-14,4438.0
2017-02-15,4416.0
2017-02-16,4474.0
2017-02-17,4602.0
2017-02-18,4468.0
2017-02-19,4563.0
2017-02-20,4377.0
2017-02-21,4461.0
2017-02-22,4432.0
2017-02-23,4436.0
2017-02-24,4318.0
2017-02-25,4496.0
2017-02-26,4635.0
2017-02-27,4462.0
2017-02-28,4394.0
2017-03-01,4432.0
2017-03-02,4357.0
2017-03-03,4411.0
2017-03-04,4489.0
2017-03-05,4436.0
2017-03-06,4396.0
2017-03-07,4503.0
2017-03-08,4709.0
2017-03-09,4485.0
2017-03-10,4188.0
2017-03-11,4547.0
2017-03-12,4525.0
2017-03-13,4954.0
2017-03-14,4517.0
2017-03-15,4413.0
2017-03-16,4524.0
2017-03-17,4558.0
2017-03-18,4532.0
2017-03-19,4582.0
2017-03-20,4534.0
2017-03-21,4518.0
2017-03-22,4408.0
2017-03-23,4467.0
2017-03-24,4466.0
2017-03-25,4670.0
2017-03-26,4542.0
2017-03-27,4484.0
2017-03-28,4476.0
2017-03-29,4502.0
2017-03-30,4503.0
2017-03-31,4528.0
2017-04-01,4490.0
2017-04-02,4466.0
2017-04-03,4560.0
2017-04-04,4482.0
2017-04-05,4482.0
2017-04-06,4555.0
2017-04-07,4563.0
2017-04-08,4503.0
2017-04-09,4523.0
2017-04-10,4575.0
2017-04-11,4445.0
2017-04-12,4559.0
2017-04-13,4567.0
2017-04-14,4437.0
2017-04-15,4673.0
2017-04-16,4745.0
2017-04-17,4336.0
2017-04-18,4495.0
2017-04-19,4554.0
2017-04-20,4948.0
2017-04-21,4612.0
2017-04-22,4491.0
2017-04-23,4737.0
2017-04-24,4715.0
2017-04-25,4719.0
2017-04-26,4649.0
2017-04-27,4666.0
2017-04-28,4688.0
2017-04-29,4799.0
2017-04-30,4762.0
2017-05-01,4688.0
2017-05-02,4525.0
2017-05-03,4611.0
2017-05-04,4671.0
2017-05-05,4658.0
2017-05-06,4763.0
2017-05-07,4785.0
2017-05-08,4709.0
2017-05-09,4635.0
2017-05-10,4899.0
2017-05-11,4539.0
2017-05-12,4651.0
2017-05-13,4869.0
2017-05-14,4785.0
2017-05-15,4736.0
2017-05-16,4627.0
2017-05-17,4658.0
2017-05-18,4815.0
2017-05-19,4468.0
2017-05-20,4876.0
2017-05-21,4727.0
2017-05-22,4819.0
2017-05-23,4650.0
2017-05-24,4675.0
2017-05-25,4725.0
2017-05-26,4491.0
2017-05-27,5049.0
2017-05-28,4626.0
2017-05-29,4129.0
2017-05-30,4668.0
2017-05-31,4846.0
2017-06-01,4887.0
2017-06-02,4573.0
2017-06-03,4864.0
2017-06-04,4371.0
2017-06-05,4932.0
2017-06-06,4813.0
2017-06-07,4458.0
2017-06-08,4738.0
2017-06-09,4765.0
2017-06-10,4666.0
2017-06-11,4408.0
2017-06-12,4838.0
2017-06-13,4713.0
2017-06-14,4677.0
2017-06-15,4659.0
2017-06-16,4783.0
2017-06-17,4755.0
2017-06-18,4826.0
2017-06-19,4820.0
2017-06-20,4772.0
2017-06-21,4898.0
2017-06-22,4748.0
2017-06-23,4809.0
2017-06-24,4850.0
2017-06-25,4881.0
2017-06-26,4827.0
2017-06-27,4953.0
2017-06-28,4798.0
2017-06-29,4730.0
2017-06-30,4812.0
2017-07-01,4605.0
2017-07-02,4789.0
2017-07-03,4722.0
2017-07-04,4792.0
2017-07-05,4496.0
2017-07-06,4761.0
2017-07-07,4636.0
2017-07-08,4851.0
2017-07-09,4300.0
2017-07-10,4811.0
2017-07-11,4963.0
2017-07-12,4688.0
2017-07-13,4718.0
2017-07-14,4522.0
2017-07-15,4812.0
2017-07-16,5091.0
2017-07-17,4795.0
2017-07-18,4835.0
2017-07-19,5012.0
2017-07-20,4688.0
2017-07-21,4690.0
2017-07-22,4802.0
2017-07-23,4770.0
2017-07-24,4879.0
2017-07-25,4868.0
2017-07-26,4955.0
2017-07-27,4757.0
2017-07-28,4898.0
2017-07-29,4943.0
2017-07-30,4948.0
2017-07-31,4807.0
2017-08-01,4802.0
2017-08-02,5007.0
2017-08-03,4874.0
2017-08-04,4832.0
2017-08-05,4936.0
2017-08-06,4863.0
2017-08-07,4905.0
2017-08-08,5054.0
2017-08-09,5064.0
2017-08-10,4951.0
2017-08-11,4971.0
2017-08-12,4969.0
2017-08-13,5231.0
2017-08-14,4988.0
2017-08-15,5052.0
2017-08-16,5094.0
2017-08-17,4985.0
2017-08-18,5034.0
2017-08-19,4984.0
2017-08-20,5036.0
2017-08-21,5014.0
2017-08-22,5126.0
2017-08-23,5112.0
2017-08-24,5054.0
2017-08-25,5079.0
2017-08-26,5068.0
2017-08-27,5062.0
2017-08-28,4866.0
2017-08-29,5133.0
2017-08-30,5151.0
2017-08-31,4990.0
2017-09-01,5061.0
2017-09-02,5062.0
2017-09-03,5074.0
2017-09-04,5032.0
2017-09-05,5059.0
2017-09-06,5066.0
2017-09-07,5029.0
2017-09-08,5373.0
2017-09-09,5186.0
2017-09-10,5035.0
2017-09-11,5255.0
2017-09-12,5159.0
2017-09-13,5171.0
2017-09-14,4952.0
2017-09-15,5107.0
2017-09-16,5059.0
2017-09-17,5105.0
2017-09-18,5144.0
2017-09-19,5183.0
2017-09-20,4882.0
2017-09-21,5105.0
2017-09-22,5376.0
2017-09-23,4980.0
2017-09-24,5128.0
2017-09-25,5073.0
2017-09-26,5255.0
2017-09-27,5144.0
2017-09-28,5126.0
2017-09-29,5150.0
2017-09-30,5150.0
2017-10-01,5126.0
2017-10-02,5386.0
2017-10-03,5214.0
2017-10-04,5045.0
2017-10-05,5166.0
2017-10-06,5173.0
2017-10-07,5127.0
2017-10-08,5542.0
2017-10-09,5254.0
2017-10-10,5337.0
2017-10-11,5712.0
2017-10-12,5129.0
2017-10-13,5996.3880000000045
2017-10-14,5324.0
2017-10-15,5519.0
2017-10-16,5261.0
2017-10-17,5543.0
2017-10-18,5335.0
2017-10-19,5534.0
2017-10-20,5423.0
2017-10-21,5560.0
2017-10-22,5551.0
2017-10-23,5530.0
2017-10-24,5631.0
2017-10-25,5465.0
2017-10-26,5503.0
2017-10-27,5342.0
2017-10-28,5401.0
2017-10-29,5599.0
2017-10-30,5627.0
2017-10-31,5405.0
2017-11-01,5364.0
2017-11-02,5455.0
2017-11-03,5461.0
2017-11-04,5543.0
2017-11-05,5527.0
2017-11-06,5487.0
2017-11-07,5645.0
2017-11-08,5272.0
2017-11-09,5752.0
2017-11-10,5628.0
2017-11-11,5880.0
2017-11-12,5506.0
2017-11-13,5591.0
2017-11-14,5530.0
2017-11-15,5257.0
2017-11-16,5732.0
2017-11-17,5507.0
2017-11-18,5609.0
2017-11-19,5552.0
2017-11-20,5478.0
2017-11-21,5401.0
2017-11-22,5433.0
2017-11-23,5501.0
2017-11-24,5601.0
2017-11-25,5649.0
2017-11-26,5584.0
2017-11-27,5483.0
2017-11-28,5480.0
2017-11-29,5380.0
2017-11-30,5378.0
2017-12-01,5330.0
2017-12-02,5291.0
2017-12-03,5627.0
2017-12-04,5190.0
2017-12-05,5218.0
2017-12-06,5287.0
2017-12-07,5303.0
2017-12-08,5531.0
2017-12-09,5162.0
2017-12-10,5550.0
2017-12-11,5213.0
2017-12-12,5624.0
2017-12-13,5371.0
2017-12-14,5509.0
2017-12-15,5374.0
2017-12-16,5432.0
2017-12-17,5302.0
2017-12-18,5431.0
2017-12-19,5305.0
2017-12-20,5476.0
2017-12-21,5396.0
2017-12-22,5450.0
2017-12-23,5305.0
2017-12-24,5589.0
2017-12-25,5400.0
2017-12-26,5441.0
2017-12-27,5422.0
2017-12-28,5302.0
2017-12-29,5567.0
2017-12-30,5466.0
2017-12-31,5472.0
2018-01-01,5390.0
2018-01-02,5320.0
2018-01-03,5446.0
2018-01-04,5266.0
2018-01-05,5486.0
2018-01-06,5391.0
2018-01-07,5402.0
2018-01-08,5492.0
2018-01-09,5520.0
2018-01-10,5390.0
2018-01-11,5566.0
2018-01-12,5524.0
2018-01-13,5674.0
2018-01-14,5625.0
2018-01-15,5686.0
2018-01-16,5620.0
2018-01-17,5638.0
2018-01-18,5637.0
2018-01-19,5667.0
2018-01-20,5694.0
2018-01-21,5755.0
2018-01-22,5736.0
2018-01-23,5665.0
2018-01-24,5660.0
2018-01-25,5672.0
2018-01-26,5807.0
2018-01-27,5714.0
2018-01-28,5868.0
2018-01-29,5854.0
2018-01-30,5781.0
2018-01-31,5709.0
2018-02-01,5676.0
2018-02-02,5644.0
2018-02-03,5883.0
2018-02-04,5785.0
2018-02-05,5838.0
2018-02-06,5801.0
2018-02-07,5831.0
2018-02-08,5745.0
2018-02-09,5667.0
2018-02-10,5749.0
2018-02-11,5835.0
2018-02-12,5823.0
2018-02-13,5820.0
2018-02-14,5569.0
2018-02-15,5790.0
2018-02-16,5807.0
2018-02-17,5871.0
2018-02-18,5827.0
2018-02-19,5770.0
2018-02-20,5702.0
2018-02-21,5625.0
2018-02-22,5629.0
2018-02-23,5723.0
2018-02-24,5875.0
2018-02-25,5920.0
2018-02-26,5407.0
2018-02-27,5713.0
2018-02-28,5894.0
2018-03-01,5799.0
2018-03-02,5955.0
2018-03-03,5765.0
2018-03-04,5670.0
2018-03-05,5803.0
2018-03-06,5676.0
2018-03-07,5836.0
2018-03-08,5894.0
2018-03-09,5922.0
2018-03-10,5849.0
2018-03-11,6012.0
2018-03-12,6032.0
2018-03-13,6029.0
2018-03-14,5993.0
2018-03-15,6307.0
2018-03-16,6068.0
2018-03-17,5714.0
2018-03-18,5994.0
2018-03-19,6101.0
2018-03-20,7169.0
2018-03-21,6054.0
2018-03-22,5044.0
2018-03-23,6067.0
2018-03-24,5973.0
2018-03-25,6154.0
2018-03-26,6207.0
2018-03-27,6426.0
2018-03-28,6150.0
2018-03-29,6010.0
2018-03-30,5928.0
2018-03-31,6003.0
2018-04-01,6098.0
2018-04-02,6157.0
2018-04-03,6193.0
2018-04-04,6235.0
2018-04-05,6017.0
2018-04-06,5985.0
2018-04-07,6247.0
2018-04-08,6103.0
2018-04-09,6112.0
2018-04-10,6141.0
2018-04-11,6186.0
2018-04-12,5892.0
2018-04-13,6171.0
2018-04-14,6394.0
2018-04-15,6253.0
2018-04-16,6283.0
2018-04-17,6312.0
2018-04-18,6259.0
2018-04-19,6104.0
2018-04-20,6169.0
2018-04-21,5994.0
2018-04-22,6426.0
2018-04-23,6487.0
2018-04-24,5884.0
2018-04-25,5902.0
2018-04-26,6401.0
2018-04-27,6898.0
2018-04-28,6416.0
2018-04-29,6400.0
2018-04-30,6467.0
2018-05-01,6010.0
2018-05-02,6413.0
2018-05-03,6438.0
2018-05-04,6393.0
2018-05-05,7183.0
2018-05-06,6259.0
2018-05-07,6411.0
2018-05-08,6633.0
2018-05-09,6594.0
2018-05-10,6393.0
2018-05-11,6467.0
2018-05-12,6472.0
2018-05-13,6180.0
2018-05-14,6605.0
2018-05-15,6581.0
2018-05-16,6685.0
2018-05-17,6609.0
2018-05-18,6703.0
2018-05-19,6609.0
2018-05-20,6429.0
2018-05-21,6590.0
2018-05-22,6633.0
2018-05-23,6667.0
2018-05-24,5650.0
2018-05-25,6609.0
2018-05-26,6609.0
2018-05-27,6615.0
2018-05-28,6689.0
2018-05-29,6647.0
2018-05-30,6584.0
2018-05-31,6531.0
2018-06-01,6572.0
2018-06-02,6616.0
2018-06-03,6630.0
2018-06-04,6514.0
2018-06-05,6582.0
2018-06-06,6543.0
2018-06-07,6459.0
2018-06-08,6318.0
2018-06-09,6507.0
2018-06-10,6281.0
2018-06-11,6429.0
2018-06-12,6534.0
2018-06-13,6418.0
2018-06-14,6424.0
2018-06-15,6441.0
2018-06-16,6332.0
2018-06-17,6434.0
2018-06-18,6441.0
2018-06-19,6127.0
2018-06-20,6497.0
2018-06-21,6371.0
2018-06-22,6431.0
2018-06-23,6353.0
2018-06-24,6237.0
2018-06-25,6334.0
2018-06-26,6559.0
2018-06-27,7041.0
2018-06-28,5935.0
2018-06-29,5783.0
2018-06-30,6857.0
2018-07-01,6937.0
2018-07-02,6143.0
2018-07-03,6577.0
2018-07-04,6525.0
2018-07-05,6575.0
2018-07-06,6400.0
2018-07-07,6483.0
2018-07-08,6370.0
2018-07-09,6403.0
2018-07-10,6346.0
2018-07-11,6218.0
2018-07-12,6973.0
2018-07-13,5974.0
2018-07-14,5584.0
2018-07-15,6822.0
2018-07-16,5455.0
2018-07-17,7499.0
2018-07-18,7073.0
2018-07-19,6426.0
2018-07-20,6892.0
2018-07-21,6664.0
2018-07-22,6866.0
2018-07-23,6136.0
2018-07-24,6638.0
2018-07-25,6747.0
2018-07-26,6619.0
2018-07-27,6468.0
2018-07-28,6520.0
2018-07-29,6574.0
2018-07-30,6526.0
2018-07-31,6536.0
2018-08-01,6673.0
2018-08-02,6490.0
2018-08-03,6287.0
2018-08-04,6018.0
2018-08-05,6461.0
2018-08-06,6441.0
2018-08-07,6732.0
2018-08-08,6628.0
2018-08-09,6486.0
2018-08-10,6631.0
2018-08-11,6419.0
2018-08-12,6568.0
2018-08-13,6514.0
2018-08-14,6722.0
2018-08-15,6600.0
2018-08-16,6431.0
2018-08-17,6541.0
2018-08-18,6628.0
2018-08-19,6464.0
2018-08-20,6473.0
2018-08-21,6500.0
2018-08-22,6822.0
2018-08-23,6530.0
2018-08-24,6575.0
2018-08-25,6542.0
2018-08-26,6799.0
2018-08-27,7031.0
2018-08-28,6708.0
2018-08-29,5905.0
2018-08-30,6637.0
2018-08-31,6607.0
2018-09-01,6580.0
2018-09-02,7097.0
2018-09-03,6003.0
2018-09-04,7628.0
2018-09-05,6492.0
2018-09-06,6571.0
2018-09-07,7534.0
2018-09-08,6577.0
2018-09-09,6425.0
2018-09-10,6813.0
2018-09-11,6618.0
2018-09-12,6772.0
2018-09-13,6488.0
2018-09-14,6660.0
2018-09-15,6584.0
2018-09-16,6542.0
2018-09-17,6590.0
2018-09-18,6624.0
2018-09-19,6192.0
2018-09-20,6535.0
2018-09-21,6562.0
2018-09-22,6543.0
2018-09-23,6516.0
2018-09-24,6700.0
2018-09-25,6671.0
2018-09-26,6541.0
2018-09-27,6740.0
2018-09-28,6550.0
2018-09-29,7759.0
2018-09-30,6382.0
2018-10-01,6757.0
2018-10-02,6731.0
2018-10-03,6639.0
2018-10-04,6556.0
2018-10-05,6623.0
2018-10-06,5706.0
2018-10-07,6666.0
2018-10-08,6694.0
2018-10-09,6902.0
2018-10-10,6500.0
2018-10-11,6438.0
2018-10-12,6598.0
2018-10-13,6683.0
2018-10-14,6724.0
2018-10-15,6670.0
2018-10-16,7127.0
2018-10-17,6115.0
2018-10-18,6662.0
2018-10-19,7606.0
2018-10-20,6159.0
2018-10-21,7242.0
2018-10-22,6762.0
2018-10-23,6738.0
2018-10-24,6713.0
2018-10-25,7205.0
2018-10-26,6652.0
2018-10-27,6654.0
2018-10-28,7152.0
2018-10-29,6847.0
2018-10-30,6644.0
2018-10-31,6701.0
2018-11-01,6781.0
2018-11-02,6599.0
2018-11-03,6650.0
2018-11-04,6749.0
2018-11-05,6661.0
2018-11-06,6530.0
2018-11-07,6631.0
2018-11-08,6681.0
2018-11-09,6686.0
2018-11-10,6392.0
2018-11-11,7207.0
2018-11-12,6719.0
2018-11-13,6334.0
2018-11-14,6622.0
2018-11-15,6595.0
2018-11-16,6748.0
2018-11-17,6581.0
2018-11-18,6632.0
2018-11-19,6650.0
2018-11-20,6714.0
2018-11-21,6654.0
2018-11-22,6680.0
2018-11-23,6629.0
2018-11-24,6587.0
2018-11-25,7034.0
2018-11-26,6756.0
2018-11-27,6693.0
2018-11-28,6654.0
2018-11-29,6691.0
2018-11-30,6932.0
2018-12-01,6662.0
2018-12-02,7056.0
2018-12-03,6624.0
2018-12-04,6958.0
2018-12-05,7447.0
2018-12-06,6165.0
2018-12-07,6626.0
2018-12-08,6532.0
2018-12-09,6780.0
2018-12-10,6510.0
2018-12-11,6300.0
2018-12-12,8116.432000000013
2018-12-13,7281.0
2018-12-14,6143.0
2018-12-15,5289.0
2018-12-16,6722.0
2018-12-17,6654.0
2018-12-18,6635.0
2018-12-19,6782.0
2018-12-20,6679.0
2018-12-21,6709.0
2018-12-22,6320.0
2018-12-23,6727.0
2018-12-24,7242.0
2018-12-25,7449.0
2018-12-26,5504.0
2018-12-27,6627.0
2018-12-28,6706.0
2018-12-29,7092.0
2018-12-30,6748.0
2018-12-31,6480.0
2019-01-01,8125.0
2019-01-02,7186.0
2019-01-03,7008.0
2019-01-04,7206.0
2019-01-05,7113.0
2019-01-06,6975.0
2019-01-07,7121.0
2019-01-08,6808.0
2019-01-09,7157.0
2019-01-10,7080.0
2019-01-11,6831.0
2019-01-12,7093.0
2019-01-13,6823.0
2019-01-14,7020.0
2019-01-15,6989.0
2019-01-16,6940.0
2019-01-17,6918.0
2019-01-18,6879.0
2019-01-19,6566.0
2019-01-20,7038.0
2019-01-21,7027.0
2019-01-22,6696.0
2019-01-23,6763.0
2019-01-24,7006.0
2019-01-25,7001.0
2019-01-26,6965.0
2019-01-27,6953.0
2019-01-28,6998.0
2019-01-29,8185.0
2019-01-30,6998.0
2019-01-31,5658.0
2019-02-01,6979.0
2019-02-02,6977.0
2019-02-03,6785.0
2019-02-04,6794.0
2019-02-05,7059.0
2019-02-06,6808.0
2019-02-07,7876.0
2019-02-08,6981.0
2019-02-09,6954.0
2019-02-10,7076.0
2019-02-11,8124.0
2019-02-12,6932.0
2019-02-13,6916.0
2019-02-14,5622.0
2019-02-15,6929.0
2019-02-16,7225.0
2019-02-17,6926.0
2019-02-18,6833.0
2019-02-19,6606.0
2019-02-20,6919.0
2019-02-21,5816.0
2019-02-22,6770.0
2019-02-23,7005.0
2019-02-24,6966.0
2019-02-25,6996.0
2019-02-26,6925.0
2019-02-27,6890.0
2019-02-28,6777.0
2019-03-01,6844.0
2019-03-02,6881.0
2019-03-03,6815.0
2019-03-04,7108.0
2019-03-05,6809.0
2019-03-06,6827.0
2019-03-07,7011.0
2019-03-08,6838.0
2019-03-09,7001.0
2019-03-10,6837.0
2019-03-11,7793.0
2019-03-12,6854.0
2019-03-13,4900.0
2019-03-14,5705.0
2019-03-15,6428.0
2019-03-16,6967.0
2019-03-17,7027.0
2019-03-18,6880.0
2019-03-19,6934.0
2019-03-20,6875.0
2019-03-21,6929.0
2019-03-22,6919.0
2019-03-23,7098.0
2019-03-24,7105.0
2019-03-25,7181.0
2019-03-26,7074.0
2019-03-27,7027.0
2019-03-28,6843.0
2019-03-29,6950.0
2019-03-30,6977.0
2019-03-31,6942.0
2019-04-01,6849.0
2019-04-02,7514.0
2019-04-03,7463.0
2019-04-04,6925.0
2019-04-05,6340.0
2019-04-06,6730.0
2019-04-07,6777.0
2019-04-08,8161.0
2019-04-09,6919.0
2019-04-10,6899.0
2019-04-11,6935.0
2019-04-12,6986.0
2019-04-13,5859.0
2019-04-14,6940.0
2019-04-15,7104.0
2019-04-16,6957.0
2019-04-17,6975.0
2019-04-18,7011.0
2019-04-19,7010.0
2019-04-20,7126.0
2019-04-21,7090.0
2019-04-22,6868.0
2019-04-23,6989.0
2019-04-24,6972.0
2019-04-25,7061.0
2019-04-26,7060.0
2019-04-27,6661.0
2019-04-28,7068.0
2019-04-29,6683.0
2019-04-30,6960.0
2019-05-01,7843.0
2019-05-02,6947.0
2019-05-03,6812.0
2019-05-04,8435.0
2019-05-05,7062.0
2019-05-06,5969.0
2019-05-07,6968.0
2019-05-08,7454.0
2019-05-09,6992.0
2019-05-10,6966.0
2019-05-11,6976.0
2019-05-12,7161.0
2019-05-13,5224.0
2019-05-14,6960.0
2019-05-15,6986.0
2019-05-16,6750.0
2019-05-17,7184.0
2019-05-18,6829.0
2019-05-19,7258.0
2019-05-20,6758.0
2019-05-21,6964.0
2019-05-22,6750.0
2019-05-23,6976.0
2019-05-24,7014.0
2019-05-25,7036.0
2019-05-26,7046.0
2019-05-27,7931.0
2019-05-28,7007.0
2019-05-29,7185.0
2019-05-30,6934.0
2019-05-31,7022.0
2019-06-01,6844.0
2019-06-02,6964.0
2019-06-03,6856.0
2019-06-04,6997.0
2019-06-05,6108.0
2019-06-06,6961.0
2019-06-07,7084.0
2019-06-08,6980.0
2019-06-09,7199.0
2019-06-10,6725.0
2019-06-11,7057.0
2019-06-12,6720.0
2019-06-13,7068.0
2019-06-14,6836.0
2019-06-15,6975.0
2019-06-16,7020.0
2019-06-17,7034.0
2019-06-18,7082.0
2019-06-19,7294.0
2019-06-20,7060.0
2019-06-21,7233.0
2019-06-22,7076.0
2019-06-23,6987.0
2019-06-24,6997.0
2019-06-25,7021.0
2019-06-26,7104.0
2019-06-27,7046.0
2019-06-28,6947.0
2019-06-29,7087.0
2019-06-30,7069.0
2019-07-01,6904.0
2019-07-02,6898.0
2019-07-03,7413.0
2019-07-04,6929.0
2019-07-05,6922.0
2019-07-06,6978.0
2019-07-07,6972.0
2019-07-08,6905.0
2019-07-09,6902.0
2019-07-10,7289.0
2019-07-11,6943.0
2019-07-12,6325.0
2019-07-13,7056.0
2019-07-14,7850.0
2019-07-15,6864.0
2019-07-16,6974.0
2019-07-17,6827.0
2019-07-18,7017.0
2019-07-19,5732.0
2019-07-20,7022.0
2019-07-21,6875.0
2019-07-22,6886.0
2019-07-23,6918.0
2019-07-24,8525.0
2019-07-25,6933.0
2019-07-26,5476.0
2019-07-27,6958.0
2019-07-28,6764.0
2019-07-29,6889.0
2019-07-30,6945.0
2019-07-31,8202.0
2019-08-01,6915.0
2019-08-02,7023.0
2019-08-03,6910.0
2019-08-04,7048.0
2019-08-05,6842.0
2019-08-06,6989.0
2019-08-07,6726.0
2019-08-08,6867.0
2019-08-09,5903.0
2019-08-10,6950.0
2019-08-11,6968.0
2019-08-12,6866.0
2019-08-13,6918.0
2019-08-14,8642.660000000005
2019-08-15,6832.0
2019-08-16,6942.0
2019-08-17,6835.0
2019-08-18,6653.0
2019-08-19,6854.0
2019-08-20,6840.0
2019-08-21,6882.0
2019-08-22,6865.0
2019-08-23,5523.0
2019-08-24,7188.0
2019-08-25,6883.0
2019-08-26,6886.0
2019-08-27,6891.0
2019-08-28,7048.0
2019-08-29,6768.0
2019-08-30,7620.0
2019-08-31,5776.0
2019-09-01,6703.0
2019-09-02,6447.0
2019-09-03,6552.0
2019-09-04,6742.0
2019-09-05,6588.0
2019-09-06,7722.0
2019-09-07,6600.0
2019-09-08,6744.0
2019-09-09,6549.0
2019-09-10,6684.0
2019-09-11,6795.0
2019-09-12,6680.0
2019-09-13,6671.0
2019-09-14,6746.0
2019-09-15,7730.0
2019-09-16,7291.0
2019-09-17,5180.0
2019-09-18,7435.0
2019-09-19,6664.0
2019-09-20,6547.0
2019-09-21,6911.0
2019-09-22,7210.0
2019-09-23,5924.0
2019-09-24,6880.0
2019-09-25,6748.0
2019-09-26,6865.0
2019-09-27,6878.0
2019-09-28,6731.0
2019-09-29,6732.0
2019-09-30,6827.0
2019-10-01,6766.0
2019-10-02,6642.0
2019-10-03,7208.0
2019-10-04,6611.0
2019-10-05,6653.0
2019-10-06,6688.0
2019-10-07,6708.0
2019-10-08,7419.0
2019-10-09,6665.0
2019-10-10,6177.0
2019-10-11,6662.0
2019-10-12,6480.0
2019-10-13,6631.0
2019-10-14,6517.0
2019-10-15,6190.0
2019-10-16,6686.0
2019-10-17,6158.0
2019-10-18,6624.0
2019-10-19,6651.0
2019-10-20,6619.0
2019-10-21,6541.0
2019-10-22,6737.0
2019-10-23,6606.0
2019-10-24,6652.0
2019-10-25,6668.0
2019-10-26,7320.0
2019-10-27,6535.0
2019-10-28,6469.0
2019-10-29,6196.0
2019-10-30,6614.0
2019-10-31,6475.0
2019-11-01,6382.0
2019-11-02,6870.0
2019-11-03,6472.0
2019-11-04,6570.0
2019-11-05,6623.0
2019-11-06,6491.0
2019-11-07,6556.0
2019-11-08,6569.0
2019-11-09,7170.0
2019-11-10,6449.0
2019-11-11,6409.0
2019-11-12,6625.0
2019-11-13,6683.0
2019-11-14,6858.0
